title;director;duration;listed_in;rating;times_rated;duration_category
The Trial of the Chicago 7;Aaron Sorkin;130.0;Drama;9.09;248.0;High Duration
Unfriended;Levan Gabriadze;83.0;Horror, Thriller;8.74;238.0;Medium Duration
Batman: The Killing Joke;Sam Liu;77.0;Action & Adventure;9.0;348.0;Medium Duration
El-Khawaga's Dilemma;Peter Mimi;94.0;Action & Adventure, Comedy, International;9.47;191.0;Medium Duration
Kartini: Princess of Java;Hanung Bramantyo;118.0;Drama, International;9.7;154.0;Medium Duration
Love Like the Falling Rain;Lasja Fauzia Susatyo;87.0;Drama, International, Romantic;9.24;354.0;Medium Duration
Rooting for Roona;Pavitra Chalam, Akshay Shankar;42.0;International;8.35;262.0;Low Duration
A Choo;Kevin Ko, Peter Tsi;101.0;Action & Adventure, International, Romantic;8.22;362.0;Medium Duration
The Three Deaths of Marisela Escobedo;Carlos Pérez Osorio;110.0;International;9.27;173.0;Medium Duration
Fida;Ken Ghosh;117.0;International, Romantic, Thriller;9.11;399.0;Medium Duration
Dil;Indra Kumar;165.0;Comedy, Drama, International;9.57;280.0;High Duration
Disco Dancer;B. Subhash;134.0;Drama, International;8.35;164.0;High Duration
Hunterrr;Harshavardhan Kulkarni;140.0;Comedy, International, Romantic;9.1;392.0;High Duration
Phir Hera Pheri;Neeraj Vora;150.0;Comedy, International;9.71;259.0;High Duration
The Legend of Bhagat Singh;Rajkumar Santoshi;156.0;Drama, International;9.87;377.0;High Duration
House of the Witch;Alex Merkin;86.0;Horror;8.32;359.0;Medium Duration
Ginny Weds Sunny;Puneet Khanna;126.0;Comedy, International, Romantic;8.34;291.0;Medium Duration
My Step Dad: The Hippie;Meltem Bozoflu;100.0;Comedy, International;8.82;284.0;Medium Duration
The Forty-Year-Old Version;Radha Blank;124.0;Comedy, Drama;9.46;255.0;Medium Duration
Bigflo & Oli: Hip Hop Frenzy;Bigflo & Oli, Jérémie Levypon;100.0;International;9.79;338.0;Medium Duration
Palermo Hollywood;Eduardo Pinto;106.0;Drama, International;9.93;224.0;Medium Duration
Hubie Halloween;Steve Brill;104.0;Comedy, Horror;8.2;328.0;Medium Duration
American Pie 9: Girls' Rules;Mike Elliott;96.0;Comedy;9.31;210.0;Medium Duration
Walk Away from Love;Christopher Nolen;81.0;Drama, Romantic;8.1;300.0;Medium Duration
Good Game: The Beginning;Umut Aral;115.0;Drama, International;8.29;275.0;Medium Duration
A Chaster Marriage;Umut Kirca;94.0;Comedy, International, Romantic;9.23;343.0;Medium Duration
Òlòtūré;Kenneth Gyang;107.0;Drama, International;8.68;327.0;Medium Duration
Serious Men;Sudhir Mishra;115.0;Comedy, Drama, International;8.46;269.0;Medium Duration
The Binding;Domenico de Feudis;93.0;Horror, International, Thriller;9.48;274.0;Medium Duration
Turkish Dance School;Burak Aksak;107.0;Comedy, International, Romantic;8.1;289.0;Medium Duration
Vampires vs. the Bronx;Oz Rodriguez;86.0;Comedy, Horror;9.86;399.0;Medium Duration
You've Got This;Salvador Espinosa;112.0;Comedy, International, Romantic;8.68;289.0;Medium Duration
All Because of You;Adrian Teh;102.0;Action & Adventure, Comedy, International;8.46;210.0;Medium Duration
An Ordinary Man;Brad Silberling;91.0;Drama, Thriller;8.17;321.0;Medium Duration
Cold Harbour;Carey McKenzie;73.0;Action & Adventure, Drama, International;9.76;174.0;Medium Duration
Free State of Jones;Gary Ross;139.0;Action & Adventure, Drama;8.46;170.0;High Duration
Hunt for the Wilderpeople;Taika Waititi;101.0;Action & Adventure, Comedy, Drama;8.26;395.0;Medium Duration
I'm Leaving Now;Lindsey Cordero, Armando Croda;75.0;International;8.75;385.0;Medium Duration
The American Game;Mostafa Abu Seif;91.0;Comedy, International, Romantic;8.55;396.0;Medium Duration
The Book of Sun;Faris Godus;120.0;Comedy, International;9.94;201.0;Medium Duration
The Outpost;Rod Lurie;123.0;Action & Adventure, Drama;8.76;151.0;Medium Duration
We Have Always Lived in the Castle;Stacie Passon;95.0;Drama, Thriller;8.01;218.0;Medium Duration
Baxu and the Giants;Florian Schott;29.0;Drama, International;9.58;350.0;Low Duration
Poacher;Tom Whitworth;28.0;Drama, International, Thriller;8.1;254.0;Low Duration
The Boys in the Band;Joe Mantello;122.0;Drama;9.44;176.0;Medium Duration
Michelle Buteau: Welcome to Buteaupia;Page Hurwitz;59.0;Stand-Up Comedy;8.6;220.0;Low Duration
Welcome to Sudden Death;Dallas Jackson;80.0;Action & Adventure;8.01;192.0;Medium Duration
Amandla! A Revolution in Four Part Harmony;Lee Hirsch;103.0;International;9.9;226.0;Medium Duration
Ankhon Dekhi;Rajat Kapoor;104.0;Drama, International;8.28;205.0;Medium Duration
Dedh Ishqiya;Abhishek Chaubey;146.0;Comedy, Drama, International;9.24;384.0;High Duration
Golmaal Returns;Rohit Shetty;135.0;Comedy, International;8.69;214.0;High Duration
Ishq Vishk;Ken Ghosh;129.0;Comedy, International;8.01;389.0;High Duration
Ishqiya;Abhishek Chaubey;115.0;Comedy, International, Romantic;8.39;245.0;Medium Duration
Jab We Met;Imtiaz Ali;143.0;Comedy, International;9.62;209.0;High Duration
Mann;Indra Kumar;173.0;Drama, International, Romantic;9.68;316.0;High Duration
Manorama Six Feet Under;Navdeep Singh;129.0;Drama, International, Thriller;8.57;188.0;High Duration
Welcome;Anees Bazmee;149.0;Comedy, International;9.56;192.0;High Duration
Time Out;Rikhil Bahadur;98.0;Drama, International;9.72;173.0;Medium Duration
My Mother's Wound;Ozan Açıktan;115.0;Drama, International;8.1;252.0;Medium Duration
Real Steel;Shawn Levy;127.0;Action & Adventure, Sci-Fi & Fantasy;8.56;216.0;Medium Duration
Enola Holmes;Harry Bradbeer;124.0;Action & Adventure, Drama;9.94;170.0;Medium Duration
DTC Yukemuri Junjo Hen From High & Low;Norihisa Hiranuma;102.0;Drama, International;8.6;298.0;Medium Duration
High & Low The Movie;Shigeaki Kubo;129.0;Action & Adventure, International;9.99;375.0;High Duration
High & Low The Movie 2 / End of Sky;Shigeaki Kubo, Tsuyoshi Nakakuki;124.0;Action & Adventure, International;8.42;206.0;Medium Duration
High & Low The Movie 3 / Final Mission;Shigeaki Kubo, Tsuyoshi Nakakuki;118.0;Action & Adventure, International;9.07;260.0;Medium Duration
High & Low The Red Rain;Yudai Yamaguchi;111.0;Action & Adventure, International;9.93;254.0;Medium Duration
High & Low The Worst;Shigeaki Kubo;125.0;Action & Adventure, International;8.12;398.0;Medium Duration
Road To High & Low;Shigeaki Kubo;94.0;Action & Adventure, International;9.48;339.0;Medium Duration
The Blue Elephant 2;Marwan Hamed;130.0;Horror, International, Thriller;9.84;235.0;High Duration
Bhaji In Problem;Smeep Kang;117.0;Comedy, International;8.52;162.0;Medium Duration
Black;Raja Chanda;137.0;Action & Adventure, International;9.25;212.0;High Duration
Saheb Biwi Aur Gangster Returns;Tigmanshu Dhulia;139.0;Drama, International, Romantic;9.44;318.0;High Duration
Santa Banta Pvt Ltd;Akashdeep;111.0;Comedy, International;8.89;204.0;Medium Duration
The Royal Bengal Tiger;Rajesh Ganguly;103.0;Drama, International, Thriller;8.59;187.0;Medium Duration
Dolly Kitty Aur Woh Chamakte Sitare;Alankrita Shrivastava;120.0;Drama, International;9.9;150.0;Medium Duration
Whipped;Chandra Liow;98.0;Comedy, International, Romantic;8.55;169.0;Medium Duration
Anaamika;Sekhar Kammula;130.0;International, Thriller;8.93;257.0;High Duration
GIMS: On the Record;Florent Bodin;96.0;International;9.73;250.0;Medium Duration
Horrid Henry's Gross Day Out;Gary Andrews;61.0;Comedy;8.56;280.0;Low Duration
Nee Enge En Anbe;Sekhar Kammula;137.0;International, Thriller;8.94;240.0;High Duration
Residue;Merawi Gerima;90.0;Drama;9.18;163.0;Medium Duration
Dr Jason Leong Hashtag Blessed;Kubhaer T. Jethwani;69.0;Stand-Up Comedy;9.36;352.0;Low Duration
The Devil All The Time;Antonio Campos;139.0;Drama, Thriller;8.95;351.0;High Duration
The Paramedic;Carles Torras;94.0;Drama, International, Thriller;8.83;311.0;Medium Duration
The Take;James Watkins;92.0;Action & Adventure, International;9.55;186.0;Medium Duration
Hope Frozen: A Quest to Live Twice;Pailin Wedel;80.0;International;9.88;298.0;Medium Duration
Michael McIntyre: Showman;Chris Howe;63.0;Stand-Up Comedy;9.61;307.0;Low Duration
Raising Victor Vargas;Peter Sollett;88.0;Drama, Romantic;8.48;326.0;Medium Duration
The Smurfs 2;Raja Gosnell;105.0;Comedy;9.03;166.0;Medium Duration
Lara and the Beat;Tosin Coker;140.0;Drama, International;8.92;316.0;High Duration
Dad Wanted;Javier Colinas;103.0;Comedy, Drama;9.15;375.0;Medium Duration
Pets United;Reinhard Klooss;93.0;Comedy;8.08;390.0;Medium Duration
Wonho Chung: Live in New York;Shaun Mir;69.0;Stand-Up Comedy;8.77;344.0;Low Duration
Aapla Manus;Satish Rajwade;133.0;Drama, International, Thriller;9.71;253.0;High Duration
Ani... Dr. Kashinath Ghanekar;Abhijeet Deshpande;157.0;Drama, International;8.24;384.0;High Duration
Bhai: Vyakti Ki Valli - Poorvardha;Mahesh Manjrekar;116.0;Drama, International;9.94;342.0;Medium Duration
Bhai: Vyakti Ki Valli - Uttarardh;Mahesh Manjrekar;112.0;Drama, International;9.19;388.0;Medium Duration
Cycle;Prakash Kunte;96.0;Comedy, Drama, International;8.98;164.0;Medium Duration
Dhh;Manish Saini;127.0;Drama, International;8.2;248.0;Medium Duration
Kaagar;Makarand Mane;130.0;Drama, International, Romantic;9.8;346.0;High Duration
Night of Knots;Hakan Algül;93.0;Comedy, International, Romantic;8.16;327.0;Medium Duration
PhotoCopy;Vijay Maurya;138.0;Comedy, Drama, International;8.78;394.0;High Duration
Poshter Girl;Sameer Patil;138.0;Comedy, Drama, International;8.69;283.0;High Duration
Son Of Adam;Ahmed Nader Galal;110.0;Drama, International, Thriller;9.98;227.0;Medium Duration
The Babysitter: Killer Queen;McG;102.0;Comedy, Horror;9.76;199.0;Medium Duration
Cargo;Arati Kadav;113.0;Comedy, Drama;8.64;390.0;Medium Duration
Cuties;Maïmouna Doucouré;96.0;Drama, International;9.43;184.0;Medium Duration
So Much Love to Give;Marcos Carnevale;108.0;Comedy, International;8.5;340.0;Medium Duration
#Alive;Cho Il;99.0;Horror, International, Thriller;8.34;279.0;Medium Duration
My Octopus Teacher;Pippa Ehrlich, James Reed;86.0;International;9.93;267.0;Medium Duration
Toll Booth;Tolga Karaçelik;98.0;Drama, International;8.05;331.0;Medium Duration
Villain;Philip Barantini;97.0;Drama;8.61;360.0;Medium Duration
I'm Thinking of Ending Things;Charlie Kaufman;135.0;Drama;8.28;330.0;High Duration
Kandasamys: The Wedding;Jayan Moodley;93.0;Comedy, Drama, International;8.58;303.0;Medium Duration
The Lost Okoroshi;Abba T. Makama;94.0;Comedy, Drama;9.23;368.0;Medium Duration
You're My Boss;Antoinette Jadaone;117.0;Comedy, International, Romantic;8.07;254.0;Medium Duration
Afonso Padilha: Classless;Junior Carelli, Rudge Campos;63.0;Stand-Up Comedy;9.56;265.0;Low Duration
Ave Maryam;Ertanto Robby Soediskam;73.0;Drama, International;8.17;151.0;Medium Duration
Love, Guaranteed;Mark Steven Johnson;91.0;Comedy, Romantic;8.76;215.0;Medium Duration
Freaks – You're One of Us;Felix Binder;93.0;Drama, International;9.99;245.0;Medium Duration
Hotel for Dogs;Thor Freudenthal;101.0;Comedy;9.08;311.0;Medium Duration
Sky Tour: The Movie;Nguyen Thanh Tung;93.0;International;9.06;387.0;Medium Duration
Adrift;Baltasar Kormákur;96.0;Action & Adventure, Drama, Romantic;9.81;367.0;Medium Duration
Always Be My Maybe;Dan Villegas;112.0;International, Romantic;8.58;282.0;Medium Duration
Children of the Sea;Ayumu Watanabe;112.0;International;8.19;203.0;Medium Duration
Fate/Grand Order -First Order-;Hitoshi Namba;72.0;Action & Adventure, International;8.92;362.0;Medium Duration
Puss in Boots;Chris Miller;92.0;Comedy;8.36;223.0;Medium Duration
Sex Drive;Sean Anders;109.0;Comedy;9.26;355.0;Medium Duration
Soldier;Abbas Mustan;155.0;Comedy, Drama, International;8.76;246.0;High Duration
Take the Ball, Pass the Ball;Duncan McMath;109.0;International;8.36;189.0;Medium Duration
The Boss Baby: Get That Baby!;Dan Forgione, Pete Jacobs, Matt Whitlock;115.0;Comedy;8.27;263.0;Medium Duration
The Match;Francesco Carnesecchi;97.0;Drama, International;9.69;345.0;Medium Duration
The Smurfs;Raja Gosnell;103.0;Comedy;8.96;207.0;Medium Duration
Maniyarayile Ashokan;Shamzu Zayba;110.0;Comedy, International, Romantic;9.05;337.0;Medium Duration
The Debt Collector 2;Jesse V. Johnson;97.0;Action & Adventure;8.35;340.0;Medium Duration
All Together Now;Brett Haley;94.0;Drama;9.82;293.0;Medium Duration
Santana;Chris Roland, Maradona Dias Dos Santos;107.0;Action & Adventure, International;9.03;365.0;Medium Duration
Unknown Origins;David Galán Galindo;97.0;International, Thriller;8.34;155.0;Medium Duration
Edge of Seventeen;David Moreton;103.0;Comedy, Drama;9.65;324.0;Medium Duration
The Bridge Curse;Lester Hsi;88.0;Horror, International, Thriller;8.36;321.0;Medium Duration
The Young Messiah;Cyrus Nowrasteh;111.0;Drama;9.94;159.0;Medium Duration
Lingua Franca;Isabel Sandoval;94.0;Drama, International;9.8;154.0;Medium Duration
Septembers of Shiraz;Wayne Blair;110.0;Drama, Thriller;9.59;371.0;Medium Duration
Class of '83;Atul Sabharwal;98.0;Drama, International, Thriller;9.64;333.0;Medium Duration
Dark Forces;Bernardo Arellano;81.0;Horror, International;8.31;232.0;Medium Duration
The Sleepover;Trish Sie;104.0;Action & Adventure, Comedy;9.6;290.0;Medium Duration
Scarecrow;Khaled Marei;121.0;Comedy, International;9.09;161.0;Medium Duration
The Crimes That Bind;Sebastián Schindel;100.0;Drama, International;9.39;159.0;Medium Duration
Little Singham: Kaal Ka Badla;Prakash Satam;70.0;Comedy;9.42;374.0;Low Duration
Drunk Parents;Fred Wolf;97.0;Comedy;9.24;258.0;Medium Duration
Meet the In-Laws;Niyi Akinmolayan;75.0;Comedy, Drama, International;9.17;238.0;Medium Duration
Crazy Awesome Teachers;Sammaria Sari Simanjuntak;102.0;Comedy, Drama, International;8.84;187.0;Medium Duration
Islands of Faith;Chairun Nissa;88.0;International;8.56;220.0;Medium Duration
Les Misérables;Tom Hooper;158.0;Drama, International;8.38;264.0;High Duration
Seventh Son;Sergei Bodrov;102.0;Action & Adventure, Sci-Fi & Fantasy;9.04;251.0;Medium Duration
What's Your Raashee?;Ashutosh Gowariker;203.0;Comedy, International;8.95;284.0;High Duration
Beyond the Boundary: ICC Women's T20 World Cup Australia 2020;Anna Stone;59.0;International;9.43;394.0;Low Duration
Fearless;Cory Edwards;92.0;Comedy;9.87;353.0;Medium Duration
Nigerian Prince;Faraday Okoro;104.0;Drama;8.5;384.0;Medium Duration
Project Power;Henry Joost, Ariel Schulman;113.0;Action & Adventure;9.98;321.0;Medium Duration
An Easy Girl;Rebecca Zlotowski;93.0;Comedy, Drama, International;8.14;315.0;Medium Duration
Christine;Antonio Campos;119.0;Drama;8.19;395.0;Medium Duration
Simon Killer;Antonio Campos;105.0;Drama, Thriller;8.2;380.0;Medium Duration
Gunjan Saxena: The Kargil Girl;Sharan Sharma;113.0;Action & Adventure, Drama, International;9.74;363.0;Medium Duration
Mr. Peabody & Sherman;Rob Minkoff;93.0;Comedy, Sci-Fi & Fantasy;8.36;271.0;Medium Duration
Rob Schneider: Asian Momma, Mexican Kids;Tyler Spindel;44.0;Stand-Up Comedy;9.26;230.0;Low Duration
The Lost Husband;Vicky Wight;110.0;Drama, Romantic;9.68;190.0;Medium Duration
Diamonds in the Sky;Kunle Afolayan;113.0;Drama, International;8.69;174.0;Medium Duration
We Summon the Darkness;Marc Meyers;90.0;Horror, Thriller;9.08;207.0;Medium Duration
Berlin, Berlin: Lolle on the Run;Franziska Meyer Price;82.0;Comedy, International;9.19;301.0;Medium Duration
Work It;Laura Terruso;94.0;Comedy;8.31;208.0;Medium Duration
Nasha Natasha;Martín Sastre;72.0;International;9.42;351.0;Medium Duration
Anelka: Misunderstood;Franck Nataf;95.0;International;8.8;176.0;Medium Duration
Sin City;Pascal Amanfo;101.0;International, Thriller;9.83;223.0;Medium Duration
Malibu Rescue: The Next Wave;Savage Steve Holland;71.0;Comedy;8.17;246.0;Low Duration
Sam Jay: 3 In The Morning;Kristian Mercado;64.0;Stand-Up Comedy;9.98;208.0;Low Duration
Almost Love;Mike Doyle;92.0;Comedy, Drama;8.89;376.0;Medium Duration
Killing Hasselhoff;Darren Grant;80.0;Comedy;8.48;396.0;Medium Duration
Rogue Warfare: The Hunt;Mike Gunther;104.0;Action & Adventure;9.74;166.0;Medium Duration
The Ottoman Lieutenant;Joseph Ruben;111.0;Drama, Romantic;9.1;152.0;Medium Duration
Tumi or not Tumi;Mfanelo Ngoma;72.0;Stand-Up Comedy;9.32;390.0;Medium Duration
What Keeps You Alive;Colin Minihan;99.0;Thriller;9.97;272.0;Medium Duration
Latte and the Magic Waterstone;Regina Welker, Nina Wels;83.0;Comedy;8.13;176.0;Medium Duration
Raat Akeli Hai;Honey Trehan;150.0;Drama, International, Thriller;9.85;200.0;High Duration
Seriously Single;Katleho Ramaphakela, Rethabile Ramaphakela;108.0;Comedy, International, Romantic;8.79;377.0;Medium Duration
Retablo;Álvaro Delgado-Aparicio L.;102.0;Drama, International;9.06;314.0;Medium Duration
Uma Maheswara Ugra Roopasya;Venkatesh Maha;137.0;Comedy, Drama;8.11;223.0;High Duration
It's Her Day;Aniedi Anwah;112.0;Comedy, International, Romantic;8.45;157.0;Medium Duration
Redemption;Mickey Fonseca;102.0;Drama, International, Thriller;8.95;306.0;Medium Duration
Shine Your Eyes;Matias Mariani;103.0;Drama, International;9.45;204.0;Medium Duration
The Hater;Jan Komasa;136.0;Drama, International, Thriller;8.91;326.0;High Duration
Banana Split;Ben Kasulke;84.0;Comedy, Drama;8.55;291.0;Medium Duration
Door Ke Darshan;Gagan Puri;114.0;Comedy, International;9.28;207.0;Medium Duration
Double World;Teddy Chan;110.0;Action & Adventure, International;9.15;372.0;Medium Duration
Project Marathwada;Bhavin Wadia;103.0;Drama, International;8.0;392.0;Medium Duration
Animal Crackers;Tony Bancroft, Scott Christian Sava;106.0;Comedy;8.88;151.0;Medium Duration
Dragons: Rescue Riders: Secrets of the Songwing;Greg Rankin, TJ Sullivan;46.0;Comedy;9.59;176.0;Low Duration
Nimbe;Tope Alake;115.0;Drama, International;9.53;207.0;Medium Duration
Offering to the Storm;Fernando González Molina;140.0;International, Thriller;9.43;295.0;High Duration
Romance Doll;Yuki Tanada;124.0;Drama, International, Romantic;8.94;258.0;Medium Duration
The Kissing Booth 2;Vince Marcello;133.0;Comedy, Romantic;9.64;229.0;High Duration
The Larva Island Movie;Ahn Byoung-wook;91.0;Comedy;9.61;174.0;Medium Duration
The Letter Reader;Sibusiso Khuzwayo;30.0;Drama, International;8.73;290.0;Low Duration
Ip Man 4: The Finale;Wilson Yip;105.0;Action & Adventure, Drama, International;8.85;259.0;Medium Duration
Jack Whitehall: I'm Only Joking;Dave Skinner, Freddie Waters;58.0;Stand-Up Comedy;8.96;169.0;Low Duration
Funan;Denis Do;87.0;Drama, International;8.2;375.0;Medium Duration
The Millions;Toka McBaror, Tunde Apalowo;95.0;Comedy, International;9.67;187.0;Medium Duration
Fatal Affair;Peter Sullivan;90.0;Thriller;8.84;160.0;Medium Duration
MILF;Axelle Laffont;102.0;Comedy, International, Romantic;9.41;374.0;Medium Duration
Cold Feet;Moses Inwang;98.0;Drama, International, Romantic;8.04;317.0;Medium Duration
Sylvia;Daniel Oriahi;104.0;Drama, International, Thriller;9.59;215.0;Medium Duration
The Players;Stefano Mordini;89.0;Comedy, International;8.81;316.0;Medium Duration
Urzila Carlson: Overqualified Loser;Hayden Guppy;62.0;Stand-Up Comedy;8.12;372.0;Low Duration
We Are One;Stéphane de Freitas;86.0;International;9.59;350.0;Medium Duration
Hole in the Wall;André Odendaal, Johan Vorster;104.0;Drama, International;8.26;365.0;Medium Duration
Mama's Boy;Amro Salah;101.0;Comedy, International;9.62;306.0;Medium Duration
The Old Guard;Gina Prince-Bythewood;126.0;Action & Adventure;9.51;338.0;Medium Duration
Your Excellency;Funke Akindele;120.0;Comedy, International;9.53;272.0;Medium Duration
The Long Dumb Road;Hannah Fidell;91.0;Comedy;8.31;207.0;Medium Duration
Jim Jefferies: Intolerant;Scott Zabielski;67.0;Stand-Up Comedy;8.71;317.0;Low Duration
PNL - Dans la légende tour;QLF;65.0;International;8.15;239.0;Low Duration
Aiyyaa;Sachin Kundalkar;151.0;Comedy, International;9.04;226.0;High Duration
Bbuddah Hoga Terra Baap;Puri Jagannadh;116.0;Action & Adventure, Comedy, Drama;8.29;210.0;Medium Duration
Blood Money;Vishal Mahadkar;110.0;Drama, International, Romantic;9.51;160.0;Medium Duration
Bombay Talkies;Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar;123.0;Drama, International;8.58;307.0;Medium Duration
Boss;Anthony D'Souza;139.0;Action & Adventure, Comedy, Drama;9.59;192.0;High Duration
Budhia Singh: Born to Run;Soumendra Padhi;95.0;Drama, International;8.76;364.0;Medium Duration
Chashme Baddoor;David Dhawan;121.0;Comedy, International;8.68;284.0;Medium Duration
Dharam Sankat Mein;Fuwad Khan;127.0;Comedy, Drama, International;9.95;152.0;Medium Duration
Drishyam;Nishikant Kamat;162.0;Drama, International, Thriller;8.77;358.0;High Duration
Gabbar Is Back;Krish;128.0;Action & Adventure, Drama, International;9.96;399.0;High Duration
Gollu Aur Pappu;Kabir Sadanand;112.0;Action & Adventure, Comedy, International;9.75;364.0;Medium Duration
Inkaar;Sudhir Mishra;125.0;Drama, International, Romantic;8.06;206.0;Medium Duration
Madras Café;Shoojit Sircar;128.0;Drama, International, Thriller;8.58;312.0;High Duration
Mary Kom;Omung Kumar;120.0;Drama, International;9.46;211.0;Medium Duration
Michael;Ribhu Dasgupta;86.0;Drama, International;8.15;236.0;Medium Duration
Mumbai Delhi Mumbai;Satish Rajwade;107.0;Comedy, International, Romantic;9.82;296.0;Medium Duration
Oh My God;Umesh Shukla;129.0;Comedy, Drama, International;8.64;316.0;High Duration
One by Two;Devika Bhagat;135.0;Comedy, Drama, International;8.95;295.0;High Duration
Only;Takashi Doscher;97.0;Drama, Romantic;9.74;315.0;Medium Duration
Penalty;Shubham Singh;125.0;Drama, International;9.66;315.0;Medium Duration
Players;Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla;162.0;Action & Adventure, International;8.84;215.0;High Duration
Pyaar Ka Punchnama 2;Luv Ranjan;136.0;Comedy, Drama, International;8.12;320.0;High Duration
Queen;Vikas Bahl;138.0;Comedy, Drama, International;8.93;308.0;High Duration
Shaitan;Bejoy Nambiar;126.0;Action & Adventure, Drama;8.98;204.0;Medium Duration
Special 26;Neeraj Pandey;137.0;Drama, International, Thriller;8.15;174.0;High Duration
Tanu Weds Manu;Aanand Rai;114.0;Comedy, Drama, International;9.03;362.0;Medium Duration
What the Fish;Gurmmeet Singh;96.0;Comedy, International;9.21;240.0;Medium Duration
Desperados;LP;107.0;Comedy, Romantic;9.09;278.0;Medium Duration
Hunter in the Blue Side of Manchester;Rako Prijanto;89.0;Drama, International;9.74;252.0;Medium Duration
The Perfect Picture: Ten Years Later;Shirley Frimpong-Manso;148.0;Comedy, Drama, International;9.82;222.0;High Duration
Thiago Ventura: POKAS;Fabio Ock, Joana Mazzucchelli;82.0;Stand-Up Comedy;9.78;310.0;Medium Duration
#AnneFrank - Parallel Stories;Sabina Fedeli, Anna Migotto;95.0;International;9.21;270.0;Medium Duration
Adú;Salvador Calvo;120.0;Drama, International;8.7;274.0;Medium Duration
Ali Baba ve 7 Cüceler;Cem Yılmaz;115.0;Action & Adventure, Comedy, International;8.68;383.0;Medium Duration
Double Jeopardy;Bruce Beresford;105.0;Thriller;9.63;317.0;Medium Duration
Pek Yakında;Cem Yılmaz;134.0;Comedy, International;9.5;222.0;High Duration
Stardust;Matthew Vaughn;128.0;Action & Adventure, International, Romantic;8.63;361.0;High Duration
The F**k-It List;Michael Duggan;103.0;Comedy;8.86;376.0;Medium Duration
The Silence of Others;Almudena Carracedo, Robert Bahar;96.0;International;8.99;311.0;Medium Duration
Total Recall;Paul Verhoeven;114.0;Action & Adventure, Sci-Fi & Fantasy;8.98;398.0;Medium Duration
Under the Riccione Sun;Younuts!;102.0;Comedy, International, Romantic;9.33;284.0;Medium Duration
George Lopez: We'll Do It For Half;Troy Miller;52.0;Stand-Up Comedy;9.86;156.0;Low Duration
The Mirror Boy;Obi Emelonye;86.0;Action & Adventure, Drama, International;8.38;308.0;Medium Duration
#FriendButMarried 2;Rako Prijanto;104.0;Drama, International, Romantic;9.1;187.0;Medium Duration
Skin;Daniel Effiong;76.0;International;9.98;321.0;Medium Duration
Thackeray (Marathi);Abhijit Panse;135.0;Drama, International;8.59;243.0;High Duration
Ride Like a Girl;Rachel Griffiths;99.0;Drama;9.75;393.0;Medium Duration
Eurovision Song Contest: The Story of Fire Saga;David Dobkin;124.0;Comedy, Romantic;8.47;236.0;Medium Duration
Kasanova;Oluseyi Asurf;117.0;Comedy, International, Romantic;8.03;156.0;Medium Duration
Ordinary People;Eduardo Roy Jr.;107.0;Drama, International;9.48;322.0;Medium Duration
Thackeray (Hindi);Abhijit Panse;135.0;Drama, International;9.68;253.0;High Duration
Krishna and His Leela;Ravikanth Perepu;126.0;International, Romantic;8.42;259.0;Medium Duration
Prem Ratan Dhan Payo;Sooraj R. Barjatya;164.0;Action & Adventure, Drama, International;8.88;301.0;High Duration
Vivah;Sooraj R. Barjatya;166.0;Drama, International, Romantic;8.41;236.0;High Duration
Bulbbul;Anvita Dutt;94.0;Horror, International;9.94;321.0;Medium Duration
Nobody Knows I'm Here;Gaspar Antillo;92.0;Drama, International;9.28;277.0;Medium Duration
Eric Andre: Legalize Everything;Eric Notarnicola;52.0;Stand-Up Comedy;8.71;268.0;Low Duration
Kappela;Musthafa;112.0;Drama, International;8.22;235.0;Medium Duration
The Royal Hibiscus Hotel;Ishaya Bako;90.0;Comedy, International, Romantic;9.83;379.0;Medium Duration
Woodshock;Kate Mulleavy, Laura Mulleavy;101.0;Drama, Thriller;8.59;205.0;Medium Duration
Elevator Baby;Akhigbe Ilozobhie;84.0;Drama, International;8.41;251.0;Medium Duration
Chaman Bahaar;Apurva Dhar Badgaiyann;112.0;Comedy, Drama, International;8.42;376.0;Medium Duration
Destiny;Youssef Chahine;136.0;Drama, International;9.86;356.0;High Duration
Feel the Beat;Elissa Down;110.0;Comedy, Drama;8.86;211.0;Medium Duration
Lost Bullet;Guillaume Pierret;93.0;Action & Adventure, Drama, International;9.62;353.0;Medium Duration
One-Way to Tomorrow;Ozan Açıktan;90.0;Drama, International, Romantic;9.78;376.0;Medium Duration
The Emigrant;Youssef Chahine;130.0;Drama, International;8.9;310.0;High Duration
Wasp Network;Olivier Assayas;128.0;Drama, International, Thriller;8.2;168.0;High Duration
A Whisker Away;Junichi Sato, Tomotaka Shibayama;104.0;International;8.08;324.0;Medium Duration
Alexandria ... Why?;Youssef Chahine;131.0;Drama, International;9.43;234.0;High Duration
Alexandria: Again and Forever;Youssef Chahine;109.0;Drama, International;9.31;289.0;Medium Duration
An Egyptian Story;Youssef Chahine;129.0;Drama;8.63;385.0;High Duration
Cairo Station;Youssef Chahine;73.0;Drama, International;9.46;246.0;Medium Duration
Dark Waters;Youssef Chahine;104.0;Drama, International;9.07;264.0;Medium Duration
El límite infinito;Pablo Aulita;48.0;International;9.26;375.0;Low Duration
Lola Igna;Eduardo Roy Jr.;114.0;Comedy, International;9.36;397.0;Medium Duration
